City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
353,Rupert,42.6191,-113.6772,48.15,40,0,10.36,US,1650419220
354,Kuah,6.3265,99.8432,84.18,84,20,2.3,MY,1650419220
355,Bellefontaine,40.3612,-83.7597,38.23,72,40,4.61,US,1650419221
356,Sept-Îles,50.2001,-66.3821,30.72,97,100,31.07,CA,1650419115
357,Puerto Maldonado,-12.6,-69.1833,75.99,72,62,0.49,PE,1650419221
358,São Gabriel da Cachoeira,-0.1303,-67.0892,73.02,98,100,1.9,BR,1650419221
359,Waingapu,-9.6567,120.2641,83.86,69,70,3.53,ID,1650419222
360,Lavrentiya,65.5833,-171.0,30.34,75,0,3.31,RU,1650419222
361,Meulaboh,4.1363,96.1285,78.71,84,93,4.68,ID,1650419222
362,Bagotville,-28.9833,153.4167,82.42,69,1,10.45,AU,1650419223
363,Ayagoz,47.9714,80.4392,41.59,36,94,13.24,KZ,1650419223
364,Tulsīpur,28.131,82.2973,83.3,29,0,4.29,NP,1650419224
365,Romans-sur-Isère,45.0464,5.0562,54.39,61,88,3.58,FR,1650419224
366,Taywarah,33.35,64.4167,39.15,42,1,2.68,AF,1650419224
367,Kang,-23.6752,22.7876,57.25,68,2,7.31,BW,1650419224
368,Zhuhai,22.2769,113.5678,67.86,83,40,9.22,CN,1650419225
369,Florø,61.5996,5.0328,41.97,93,55,4.61,NO,1650419225
370,Shingū,33.7333,135.9833,66.87,51,74,5.75,JP,1650419225
371,Siguiri,11.6667,-9.5,88.25,14,100,1.99,GN,1650419226
372,Agadir,30.4202,-9.5982,57.65,55,3,5.39,MA,1650419226
373,Iracoubo,5.4802,-53.2011,76.95,90,100,9.31,GF,1650419226
374,Zyryanka,65.75,150.85,27.61,79,16,13.91,RU,1650419227
375,Hachinohe,40.5,141.5,58.84,36,0,4.45,JP,1650419227
376,Okato,-39.2,173.8833,73.9,68,13,10.38,NZ,1650419228
377,Mariehamn,60.0973,19.9348,37.26,87,0,3.44,AX,1650419228
378,Tupik,54.4253,119.9327,29.97,75,100,13.35,RU,1650419228
379,Arauca,7.0847,-70.7591,80.56,78,40,3.44,CO,1650419229
380,Mitha Tiwana,32.2486,72.1108,84.56,28,73,6.29,PK,1650419229
381,Baláo,-2.9167,-79.8167,74.17,92,100,2.84,EC,1650419229
382,Datong,40.0936,113.2914,63.32,15,0,17.16,CN,1650419230
383,Nishihara,26.1842,127.7558,73.45,64,75,6.91,JP,1650419230
384,Tsaratanana,-16.7833,47.65,70.81,89,12,7.31,MG,1650419231
385,Agadez,19.75,10.25,73.31,13,5,5.84,NE,1650419231
386,Farafangana,-22.8167,47.8333,70.74,91,4,3.94,MG,1650419231
387,Kawalu,-7.3817,108.2082,76.23,85,100,1.34,ID,1650419232
388,Nome,64.5011,-165.4064,39.27,45,0,4.61,US,1650419112
389,Lianzhou,24.7811,112.3825,71.64,68,83,1.16,CN,1650419232
390,Sambava,-14.2667,50.1667,76.17,85,52,10.51,MG,1650419232
391,Mungwi,-10.1732,31.3694,59.09,99,91,3.47,ZM,1650419233
392,Joshīmath,30.5667,79.5667,65.98,41,1,3.62,IN,1650419233
393,Sakaraha,-22.9,44.5333,69.35,78,0,1.5,MG,1650419234
394,Hualmay,-11.0964,-77.6139,67.14,86,38,9.19,PE,1650419234
395,Gamba,-2.65,10.0,75.16,95,100,2.68,GA,1650419234
396,Krasnosel'kup,65.7,82.4667,14.59,83,100,10.38,RU,1650419235
397,Vangaindrano,-23.35,47.6,70.25,92,0,3.2,MG,1650419235
398,Xam Nua,20.4197,104.0439,70.57,68,99,1.59,LA,1650419235
399,Illapel,-31.6308,-71.1653,59.52,73,0,2.48,CL,1650419236
400,Vardø,70.3705,31.1107,36.37,92,100,13.53,NO,1650419119
401,Husavik,66.0449,-17.3389,32.59,91,84,6.13,IS,1650419236
402,Faanui,-16.4833,-151.75,80.89,72,2,6.53,PF,1650419236
403,Saint George,37.1041,-113.5841,81.19,7,0,32.21,US,1650418694
404,Amga,60.8953,131.9608,31.26,69,100,3.94,RU,1650419237
405,Klaksvík,62.2266,-6.589,41.92,79,3,11.23,FO,1650419237
406,Champerico,14.3,-91.9167,84.6,65,0,3.71,GT,1650419238
407,Olafsvik,64.8945,-23.7142,41.97,76,100,21.05,IS,1650419238
408,Clemencia,10.5665,-75.325,79.97,78,92,8.84,CO,1650419238
409,Sechura,-5.5569,-80.8222,69.4,75,63,16.26,PE,1650419239
410,Kungurtug,50.5994,97.5228,29.77,58,100,8.05,RU,1650419239
411,Manadhoo,5.7667,73.3833,84.02,72,61,10.6,MV,1650419239
412,Pingzhuang,42.0372,119.2889,73.63,11,13,17.78,CN,1650419240
413,Iquique,-20.2208,-70.1431,62.64,83,69,1.95,CL,1650419240
414,Durango,24.8333,-104.8333,73.13,22,3,16.55,MX,1650418980
415,Jiazi,22.8779,116.067,69.64,69,100,10.25,CN,1650419241
416,Caravelas,-17.7125,-39.2481,76.78,73,100,6.46,BR,1650419241
417,Hatillo,18.4863,-66.8254,78.98,86,87,1.99,PR,1650419241
418,Balkanabat,39.5108,54.3671,66.27,45,0,13.82,TM,1650419242
419,Balancán,17.8,-91.5333,81.59,59,44,8.68,MX,1650419242
420,Rudnyy,52.9594,63.1206,44.83,78,100,2.06,KZ,1650419243
421,Batagay,67.6333,134.6333,28.6,80,72,2.57,RU,1650419243
422,Khao Wong,16.7001,104.0902,80.6,53,85,9.31,TH,1650419243
423,Vayalār,9.7,76.3333,80.13,86,95,5.19,IN,1650419244
424,Semey,50.4111,80.2275,37.62,56,0,0.0,KZ,1650419244
425,Mahajanga,-15.7167,46.3167,75.22,100,20,2.3,MG,1650419244
426,Awjilah,29.1081,21.2869,56.19,62,0,7.18,LY,1650419244
427,Zapolyarnyy,69.4154,30.8136,34.88,96,100,4.34,RU,1650419245
428,Russell,32.3502,-85.1999,56.8,80,0,0.0,US,1650419245
429,Miguelópolis,-20.1794,-48.0319,76.82,72,37,4.63,BR,1650419246
430,Baykit,61.67,96.37,21.2,80,99,9.86,RU,1650419246
431,Imeni Poliny Osipenko,52.4201,136.4853,41.38,85,100,4.54,RU,1650419246
432,Koungou,-12.7336,45.2042,82.11,83,40,11.5,YT,1650419246
433,Sitka,57.0531,-135.33,53.49,32,40,8.05,US,1650419247
434,Chapais,49.7834,-74.8492,29.98,97,100,7.99,CA,1650419247
435,Chiang Khong,20.2613,100.4046,81.18,68,37,0.27,TH,1650419248
436,Jefferson City,38.5767,-92.1735,52.65,59,99,7.45,US,1650419248
437,La Ronge,55.1001,-105.2842,35.85,60,75,14.97,CA,1650419248
438,Kununurra,-15.7667,128.7333,91.38,52,29,9.22,AU,1650419216
439,Kirakira,-10.4544,161.9205,84.2,73,99,6.49,SB,1650419249
440,Novopokrovka,49.8425,36.5477,46.31,90,100,5.06,UA,1650419249
441,São Miguel do Araguaia,-13.275,-50.1628,76.71,72,88,3.24,BR,1650419249
442,Labuhan,-6.8844,112.2051,79.45,83,100,3.42,ID,1650419250
443,Wausau,44.9591,-89.6301,44.51,49,0,3.44,US,1650419103
444,Taltal,-25.4,-70.4833,61.83,81,63,4.5,CL,1650419250
445,Wałcz,53.2779,16.4712,43.23,79,100,7.99,PL,1650419250
446,Örnsköldsvik,63.2909,18.7153,29.35,100,16,2.3,SE,1650419251
447,Balikpapan,-1.2675,116.8289,79.79,89,20,2.3,ID,1650419251
448,Asău,46.4333,26.4,38.32,87,100,3.6,RO,1650419251
449,Moose Factory,51.2585,-80.6094,24.8,74,0,12.66,CA,1650419252
450,Aklavik,68.2191,-135.0107,21.63,84,18,7.27,CA,1650419252
451,Maracaçumé,-2.0428,-45.9592,73.8,97,100,3.02,BR,1650419252
452,Juanjuí,-7.1779,-76.7314,72.09,94,62,2.13,PE,1650419253
453,Rio Grande,-32.035,-52.0986,65.34,90,1,10.31,BR,1650419253
454,Lappeenranta,61.0587,28.1887,33.85,86,40,3.44,FI,1650419253
455,Grand Gaube,-20.0064,57.6608,78.39,88,12,5.01,MU,1650419254
456,Lang Son,21.8333,106.7333,71.17,64,100,2.68,VN,1650419254
457,Praia da Vitória,38.7333,-27.0667,59.76,88,75,6.89,PT,1650419254
458,San Vicente,-26.6167,-54.1333,56.84,90,0,2.95,AR,1650419254
459,Cayenne,4.9333,-52.3333,76.08,1,100,4.0,GF,1650419255
460,Afikpo,5.8931,7.9374,74.61,90,100,3.67,NG,1650419255
461,Waipawa,-41.4122,175.5153,69.94,61,22,4.38,NZ,1650419255
462,Launceston,-41.45,147.1667,66.61,58,18,16.11,AU,1650419256
463,Astoria,46.1879,-123.8313,49.95,84,20,10.36,US,1650419026
464,Antibes,43.5624,7.1278,58.48,88,75,8.05,FR,1650419256
465,Bud,39.447,-86.1758,46.42,69,26,2.93,US,1650419256
466,Villanueva de la Serena,38.9766,-5.7974,45.95,71,96,18.95,ES,1650419051
467,Opuwo,-18.0607,13.84,67.35,46,100,8.59,NA,1650419257
468,Revda,56.801,59.9303,33.75,100,100,2.86,RU,1650419257
469,Poço das Trincheiras,-9.3125,-37.2856,71.89,90,7,4.85,BR,1650419258
470,Rivne,50.6231,26.2274,31.19,91,42,8.32,UA,1650419258
471,Norheimsund,60.3709,6.1456,44.22,72,5,6.24,NO,1650419258
472,Bétaré Oya,5.6,14.0833,69.58,89,100,1.07,CM,1650419259
473,Arrondissement de Lorient,47.8333,-3.25,46.89,84,0,6.91,FR,1650419259
474,Hammerfest,70.6634,23.6821,39.65,81,0,6.91,NO,1650419259
475,Marsassoum,12.8275,-15.9806,76.33,54,47,6.44,SN,1650419260
476,Atarfe,37.2248,-3.6869,53.56,88,100,4.61,ES,1650419260
477,Clyde River,70.4692,-68.5914,-9.17,77,100,4.61,CA,1650419260
478,Kandrian,-6.2167,149.55,82.53,74,100,3.11,PG,1650419261
479,Vila Franca do Campo,37.7167,-25.4333,61.2,68,65,7.78,PT,1650419040
480,Kovdor,67.5662,30.4758,34.77,95,100,2.06,RU,1650419261
481,Xai-Xai,-25.0519,33.6442,70.81,77,92,14.97,MZ,1650419261
482,Nadadores,27.05,-101.6,84.24,54,100,9.04,MX,1650419262
483,Bathsheba,13.2167,-59.5167,79.41,73,40,21.85,BB,1650419262
484,Labytnangi,66.6572,66.4183,25.41,80,82,12.3,RU,1650419262
485,Matara,5.9485,80.5353,81.01,82,94,6.02,LK,1650419263
486,Atlatlahucan,18.9333,-98.9,64.87,71,100,6.8,MX,1650419263
487,Oistins,13.0667,-59.5333,78.89,73,40,21.85,BB,1650419263
488,Coquimbo,-29.9533,-71.3436,56.93,88,0,6.91,CL,1650418996
489,Ko Samui,9.5357,99.9357,84.11,79,40,4.61,TH,1650419264
490,Rocha,-34.4833,-54.3333,60.46,91,82,7.11,UY,1650419068
491,Leshukonskoye,64.8989,45.7622,29.89,93,92,8.34,RU,1650419264
492,Omsukchan,62.5333,155.8,19.08,78,96,7.92,RU,1650419265
493,‘Āhuimanu,21.4447,-157.8378,78.51,66,100,19.57,US,1650419265
494,Flin Flon,54.7682,-101.865,28.8,81,100,6.93,CA,1650419265
495,Livingston,55.9029,-3.5226,44.11,88,0,4.61,GB,1650419266
496,Celica,-4.1167,-79.95,60.46,97,100,0.96,EC,1650419266
497,Vanavara,60.34,102.2797,27.63,87,100,11.39,RU,1650419266
498,Bollnäs,61.3482,16.3946,41.16,73,9,1.01,SE,1650419266
499,Cockburn Town,21.4612,-71.1419,78.96,80,57,12.71,TC,1650419261
500,Guarenas,10.4674,-66.6066,79.65,96,81,1.97,VE,1650419267
501,Margate,51.3813,1.3862,50.31,88,100,3.0,GB,1650419267
502,Mitchell,43.7094,-98.0298,46.38,38,0,28.77,US,1650419268
503,Tubmanburg,6.8708,-10.8172,77.59,92,100,2.3,LR,1650419268
504,Gazojak,41.1875,61.4036,59.85,87,100,3.15,TM,1650419055
505,Mandera,3.9366,41.867,80.62,72,39,11.52,KE,1650419268
506,Hīt,33.6416,42.8251,70.86,34,98,21.56,IQ,1650419269
507,Chunskiy,56.0815,99.6342,35.37,78,100,13.2,RU,1650419269
508,Nakasongola,1.3089,32.4564,65.77,98,100,3.96,UG,1650419269
509,Pamyat' Parizhskoy Kommuny,56.1048,44.4952,35.55,98,82,6.8,RU,1650419270
510,Pano Aqil,27.8569,69.1116,75.09,32,0,6.29,PK,1650419270
511,Soyo,-6.1349,12.3689,75.99,92,100,9.44,AO,1650419270
512,Mehamn,71.0357,27.8492,37.76,93,100,8.48,NO,1650419063
513,Ormond Beach,29.2858,-81.0559,64.99,63,0,10.36,US,1650419271
514,Atherton,53.5237,-2.4935,47.89,83,16,3.96,GB,1650419271
515,Saint-Estève,42.7131,2.843,54.82,82,100,4.61,FR,1650419271
516,Contamana,-7.3333,-75.0167,72.73,98,100,2.04,PE,1650419272
517,Dongsheng,39.8161,109.9776,56.53,18,43,21.74,CN,1650419272
518,Leningradskiy,69.3833,178.4167,26.82,87,94,7.47,RU,1650419201
519,San Cristobal,7.7669,-72.225,69.98,73,100,1.16,VE,1650419273
520,Kawanoechō,34.0167,133.5667,68.58,49,0,4.65,JP,1650419273
521,Lata,40.1629,-8.3327,47.07,74,33,8.72,PT,1650419273
522,Hopkinsville,36.8656,-87.4886,51.84,82,1,3.94,US,1650419116
523,Namwala,-15.7504,26.4384,63.99,92,98,7.0,ZM,1650419274
524,Ati,13.2154,18.3353,84.11,19,20,11.9,TD,1650419274
525,Batouri,4.4333,14.3667,69.39,97,100,2.89,CM,1650419274
526,Philadelphia,39.9523,-75.1638,46.02,53,20,16.11,US,1650419020
527,Perth,-31.9333,115.8333,69.19,67,20,18.41,AU,1650419275
528,Ceres,37.5949,-120.9577,68.32,41,0,3.44,US,1650419275
529,Khokhlovo,59.1492,37.3998,31.95,96,7,5.5,RU,1650419275
530,Igrim,63.1906,64.4162,31.64,91,29,6.76,RU,1650419276
531,Riyadh,24.6877,46.7219,73.54,15,11,7.0,SA,1650419171
532,Deputatsky,69.3,139.9,15.28,84,90,3.47,RU,1650419276
533,Mackay,-21.15,149.2,82.69,74,72,14.97,AU,1650419176
534,Isangel,-19.55,169.2667,83.48,71,16,6.98,VU,1650419277
535,Wanxian,30.8039,108.3897,70.74,60,36,6.22,CN,1650419277
536,Eldorado,-23.7869,-54.2836,64.08,87,0,3.06,BR,1650419278
537,Mumford,5.2618,-0.759,80.06,84,100,7.0,GH,1650419278
538,Bom Jardim,-7.7958,-35.5872,70.99,96,14,3.85,BR,1650419278
539,Puerto Boyacá,5.9758,-74.5885,70.74,99,100,2.8,CO,1650419279
540,Buala,-8.145,159.5921,84.76,72,93,7.31,SB,1650419279
541,Lompoc,34.6391,-120.4579,64.54,87,75,15.99,US,1650419261
542,Kohat,33.582,71.4493,71.67,41,90,1.12,PK,1650419279
543,Gbarnga,6.9956,-9.4722,74.01,94,100,1.41,LR,1650419280
544,Ouésso,1.6136,16.0517,70.54,98,100,2.8,CG,1650419280
545,Auki,-8.7676,160.7034,86.41,64,93,3.67,SB,1650419280
546,Araouane,18.9048,-3.5265,75.29,10,6,8.84,ML,1650419281
547,Māngrol,21.1167,70.1167,80.06,73,91,12.39,IN,1650419281
548,Mbeya,-8.9,33.45,56.28,96,100,5.28,TZ,1650419281
549,Bitkine,11.9801,18.2138,82.38,18,75,4.72,TD,1650419282
550,Narsaq,60.9167,-46.05,32.22,43,0,11.52,GL,1650419282
551,Manoel Urbano,-8.8389,-69.2597,72.99,89,86,2.19,BR,1650419282
552,Crixás,-14.5489,-49.9692,74.16,73,33,2.55,BR,1650419283
553,Haines Junction,60.7522,-137.5108,40.95,28,98,5.75,CA,1650419283
554,Pilar,-9.5972,-35.9567,73.33,93,8,1.54,BR,1650419283
555,Kuusamo,65.9667,29.1833,33.84,86,0,3.44,FI,1650419284
556,Nakhon Si Thammarat,8.25,100.0,89.46,82,100,2.33,TH,1650419284
557,Kruisfontein,-34.0033,24.7314,57.88,90,3,5.32,ZA,1650419284
558,Jumla,29.2747,82.1838,61.21,40,1,2.24,NP,1650419285
559,Killybegs,54.6333,-8.45,43.27,87,9,4.43,IE,1650419285
560,Poum,-20.2333,164.0167,78.28,79,11,5.7,NC,1650419285
561,Baruun-Urt,46.6806,113.2792,44.96,57,100,24.79,MN,1650419286
562,Soro,21.2881,86.6858,84.81,71,76,12.17,IN,1650419286
563,Horki,54.2861,30.9842,44.69,94,100,17.38,BY,1650419286
564,Salaverry,-8.2333,-78.9667,62.98,83,7,8.05,PE,1650419287
565,Ulaanbaatar,47.9077,106.8832,37.53,60,40,15.66,MN,1650419065
566,Tizimín,21.15,-88.15,75.79,73,0,8.99,MX,1650419233
567,Newala,-10.9431,39.2787,64.45,98,11,2.08,TZ,1650419287
568,Sarakhs,36.5449,61.1577,51.94,100,54,2.3,IR,1650419288
569,Lagos,6.5833,3.75,80.92,89,100,2.77,NG,1650419151
570,Mitú,1.1983,-70.1733,72.46,98,100,1.95,CO,1650419288
